plant species,plant family,plant genus,additional information,community studied,literature source 1,link 1,literature source 2,link 2,literature source 3,link 3,reference,class,subclass,order,alliance,suballiance,community,continent/region,country,location name,decimal longitude,absolute latitude,decimal latitude,altitude [meters above sea level],year of the  data collection,mean yearly air temperature in degrees Celsius,January - mean monthly temp. [degrees Celsius],February - mean monthly temp. [degrees Celsius],March - mean monthly temp. [degrees Celsius],April - mean monthly temp. [degrees Celsius],May - mean monthly temp. [degrees Celsius],June - mean monthly temp. [degrees Celsius],July - mean monthly temp. [degrees Celsius],August - mean monthly temp. [degrees Celsius],September - mean monthly temp. [degrees Celsius],October - mean monthly temp. [degrees Celsius],November - mean monthly temp. [degrees Celsius],December - mean monthly temp. [degrees Celsius],total yearly  pecipitation in mm,January - total precipitation,February - total precipitation,March - total precipitation,April - total precipitation,May - total precipitation,June - total precipitation,July - total precipitation,August - total precipitation,September - total precipitation,October - total precipitation,November - total precipitation,December - total precipitation,flowering start,flowering end,flowering peak,flowering peak 2 (if occured),flowering lenght,total number of plants per m^2,total number of trees examined,total number of flowers per m^2,total number of inflorescenses per m^2,total number of flowers per m^2 of crown surface,total number of inflorescenses per m^2 of crown surface,total number of flowers per a single tree,total number of flowers per plant,total number of inflorescenses per a single tree,total number of inflorescenses per plant,tree age,mean number of flowering flowers per m^2 per day,peak number of flowering flowers per m^2,flower longevity [days],total nectar in µg per flower,total nectar in µL per flower,nectar in µg/flower/day ,nectar in µL/flower/day ,nectar in µg/inflorescence/day ,sugar concentration % in nectar,total sugar in µg per flower,sugar in µg/flower/day,total sugar in mg per inflorescence,sugar in µg/inflorescence/day,sugar yield in kg/ha per 1 year,sugar yield in g per tree per 1 year,sugar yield in g per 1 m^3 of the tree crown,honey yield in kg/ha per 1 year,honey yield from 1 flower in mg per 1 year,honey yield in g per 1 m^3 of the tree crown,honey yield in kg/tree per 1 year,total pollen yield per 1 year in kg/ha,total pollen yield per 1 year in kg per a single tree,total pollen yield per 1 year in number of grains per a single tree,total pollen in µg/flower,total pollen in µL/flower,total pollen per flower (the number of grains),total pollen in µg/inflorescence,total pollen in µL/inflorescence,total pollen in µg/plant/year,total pollen in number of grains per inflorescence,pollen in µg/flower/day ,pollen in µL/flower/day ,pollen in µL/inflorescence/day ,yearly pollen yield in number of grains per m^2 of the  crown,yearly pollen yield in g per 1 m^3 of the tree crown
Lopholepis ornithocephala,Poaceae,Lopholepis,,natural phytocenosis (various or unknown phytocenoses),Subba Reddi & Reddi 1986,https://www.tandfonline.com/doi/abs/10.1080/00173138609429933,,,,,"Subba Reddi, B., Reddi, N. 1986. Pollen production in some anemophilous angiosperms. Grana. 25, pp. 55-61.",,,,,,,Asia,India,Visakhapatnam,82.3,17.7,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,
Losa argentina,Losacae,Losa,data collected in the literature search in 2017-2018,unknown,Pamminger et al. 2019,https://peerj.com/articles/6329/,,,,,"Pamminger, T., Becker, R., Himmelreich, S., Schneider, Ch. W., Bergtold, M. 2019. The nectar report: Quantitative review of nectar sugar concentrations offered by bee visited flowers in agricultural and non-agricultural landscapes. PeerJ. 7, pp. E6329.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,population 1,natural phytocenosis (grassland),Baude et al. 2015a,https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934,Baude et al. 2015b,https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c,,,"Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].",,,,,,,Europe,United Kingdom,Bristol area,-2.59,51.45,51.45,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,49.72,,,,,,,,22.59,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,population 2,natural phytocenosis (grassland),Baude et al. 2015a,https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934,Baude et al. 2015b,https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c,,,"Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].",,,,,,,Europe,United Kingdom,Bristol area,-2.59,51.45,51.45,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,72.83,,,,,,,,22.59,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,modelled values,modelled,Baude et al. 2016,https://www.nature.com/articles/nature16532,,,,,"Baude, M., Kunin, W. E., Boatman, M. D., Conyers, S., Davies, N., Gillespie, M. A. K., Morton, R. D., Smart, S. M., Memmott, J. 2016. Historical nectar assessment reveals the fall and rise of Britain in bloom. Nature, pp. 85-88.",,,,,,,Europe,United Kingdom,Bristol area,-2.59,51.45,51.45,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,121,304,135,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,Kentucky ecotype,field experiment,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,0.22,,,,13.1,30,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Dawn',field experiment,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,0.22,,,,15.9,30,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Empire',greenhouse,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,0.16,,,,16.8,30,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Mackinaw',field experiment,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,0.22,,,,14.2,40,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Mackinaw',greenhouse,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,0.2,,,,15.7,40,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Empire',field experiment,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,0.21,,,,17.7,40,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Missouri-20',greenhouse,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,0.22,,,,16.1,50,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,Kentucky ecotype,greenhouse,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,0.25,,,,16.6,50,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Missouri-20',field experiment,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,0.25,,,,17.1,50,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Viking',field experiment,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,0.25,,,,17.2,60,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Dawn',greenhouse,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,0.23,,,,18.7,60,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Viking',greenhouse,DeGrandi-Hoffman & Collison 1982,https://www.tandfonline.com/doi/abs/10.1080/00218839.1982.11100542,,,,,"DeGrandi-Hoffman, G., Collison, C. H. 1982. Flowering and nectar secretion as they relate to honeybee foraging activity in birdsfoot trefoil (Lotus Corniculatus). Journal of Apicultural Research. 21, pp. 199-207.",,,,,,,North America,USA,Pennsylvania State University Agricultural Research Center,-77.96,40.71,40.71,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,0.28,,,,19.5,70,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus ,,field experiment,Demianowicz & Jabłoński 1966,https://digitalcommons.usu.edu/bee_lab_da/50/,,,,,"Demianowicz, Z., Jabłoński, B. 1966. Nektarowanie i wydajność miodowa 4 gatunków roślin o drobnych kwiatach.  [Nectar secretion and honey yield of four species of plants with small flowers] Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science] v. 10, pp. 87-94",,,,,,,Europe,Poland,Skierniewice,20.1,52,52,,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475,,,,,,,,,,,4,,,400,,,39.8,,128,,,,,,16,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus ,,field experiment,Demianowicz & Jabłoński 1966,https://digitalcommons.usu.edu/bee_lab_da/50/,,,,,"Demianowicz, Z., Jabłoński, B. 1966. Nektarowanie i wydajność miodowa 4 gatunków roślin o drobnych kwiatach.  [Nectar secretion and honey yield of four species of plants with small flowers] Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science] v. 10, pp. 87-94",,,,,,,Europe,Poland,Skierniewice,20.1,52,52,,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,,,,,,,,,,,4,,,590,,,27.5,,154,,,,,,25,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus ,,field experiment,Demianowicz & Jabłoński 1966,https://digitalcommons.usu.edu/bee_lab_da/50/,,,,,"Demianowicz, Z., Jabłoński, B. 1966. Nektarowanie i wydajność miodowa 4 gatunków roślin o drobnych kwiatach.  [Nectar secretion and honey yield of four species of plants with small flowers] Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science] v. 10, pp. 87-94",,,,,,,Europe,Poland,Skierniewice,20.1,52,52,,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388,,,,,,,,,,,4,,,330,,,66.7,,221,,,,,,37,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus ,,natural phytocenosis (ruderal),Denisow 2011,https://www.researchgate.net/publication/330704442_Pollen_production_of_selected_ruderal_plant_species_in_the_Lublin_area_2011_University_of_Life_Sciences_in_Lublin_Press_1-89,,,,,"Denisow, B. 2011. Pollen production of selected ruderal plant species in the Lublin area. University of Life Sciences in Lublin Press. 86 pp.",,,,,,,Europe,Poland,Lublin,22.57,51.217,51.22,195,2002-2006,7.3,-3.6,-2.9,1,7.5,13,16.2,17.8,17.2,12.6,7.9,2.5,-1.3,550.9,21.7,24.8,26.3,40.2,57.7,65.8,83.5,68.6,51.6,40.1,39.1,31.5,,,,,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus ,,natural phytocenosis (ruderal),Denisow 2011,https://www.researchgate.net/publication/330704442_Pollen_production_of_selected_ruderal_plant_species_in_the_Lublin_area_2011_University_of_Life_Sciences_in_Lublin_Press_1-89,,,,,"Denisow, B. 2011. Pollen production of selected ruderal plant species in the Lublin area. University of Life Sciences in Lublin Press. 86 pp.",Festuco-Brometea,,Festucetalia valesiacae,Cirsio-Brachypodietum pinnati,,Community with Centaurea scabiosa,Europe,Poland,Lublin area,22,51,51,,2002-2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,,unknown,Farkas & Zajacz 2007,https://www.semanticscholar.org/paper/Nectar-Production-for-the-Hungarian-Honey-Industry-Farkas-Zaj%C3%A1cz/1ec026aafe79c4a497bd932a692932f85bb68854,,,,,"Sztrancsik Zs (1961) A szarvaskerep mézeléséről 2. Méhészet 9 (12), 229. AFTER Farkas, A., Zajacz, E. 2007. Nectar production for the Hungarian honey industry. The European Journal of Plant Science and Biotechnology. 1, pp. 125-151.",,,,,,,Europe,Hungary,,19.81,47.04,47.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,,unknown,Farkas & Zajacz 2007,https://www.semanticscholar.org/paper/Nectar-Production-for-the-Hungarian-Honey-Industry-Farkas-Zaj%C3%A1cz/1ec026aafe79c4a497bd932a692932f85bb68854,,,,,"Nyárády A (1958) A Méhlegelő és növényei, Mezőgazdasági és Erdészeti Ál- lami Könyvkiadó, Bukarest, 435 pp. AFTER Farkas, A., Zajacz, E. 2007. Nectar production for the Hungarian honey industry. The European Journal of Plant Science and Biotechnology. 1, pp. 125-151.",,,,,,,Europe,Hungary,,19.81,47.04,47.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,,unknown,Farkas & Zajacz 2007,https://www.semanticscholar.org/paper/Nectar-Production-for-the-Hungarian-Honey-Industry-Farkas-Zaj%C3%A1cz/1ec026aafe79c4a497bd932a692932f85bb68854,,,,,"Péter J (1971b) Florális nektárszekréciós vizsgálatok szántóföldi növényeken. ATEK Mosonmagyaróvári Mezőgazdaságtudományi Kar Növénytani és Növényélettani Tanszék Közleményei 15 (18), 3-46. AFTER Farkas, A., Zajacz, E. 2007. Nectar production for the Hungarian honey industry. The European Journal of Plant Science and Biotechnology. 1, pp. 125-151.",,,,,,,Europe,Hungary,,19.81,47.04,47.04,,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,,unknown,Farkas & Zajacz 2007,https://www.semanticscholar.org/paper/Nectar-Production-for-the-Hungarian-Honey-Industry-Farkas-Zaj%C3%A1cz/1ec026aafe79c4a497bd932a692932f85bb68854,,,,,"Péter J (1961) A szarvaskerep mézeléséről. 1. Méhészet 9 (12), 228-229. AFTER Farkas, A., Zajacz, E. 2007. Nectar production for the Hungarian honey industry. The European Journal of Plant Science and Biotechnology. 1, pp. 125-151.",,,,,,,Europe,Hungary,,19.81,47.04,47.04,,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,,urban green area,Galloni et al. 2007,https://link.springer.com/article/10.1007/s00606-007-0526-1,,,,,"Galloni, M., Podda, L., Vivarelli, D., Cristofolini, G. 2007. Pollen presentation, pollen-ovule ratios, and other reproductive traits in Mediterranean Legumes (Fam. Fabaceae - Subfam. Faboideae). Plant Systematics and Evolution. 266, pp. 147-164.",,,,,,,Europe,Italy,Bologna,11.35,44.5,44.5,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198500,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,,urban green area,Hicks et al. 2016,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0158117#sec010,,,,,"Hicks, D. M., Ouvrard, P., Baldock, K. C. R., Baude, M., Goddard, M. A., Kunin, W. E., Mitschunas, N., Memmott, J., Morse, H., Nikolitsi, M., Osgathorpe, L. M., Potts, S. G., Robertson, K. M., Scott, A. V., Sinclair, F., Westbury, D. B., Stone, G. N. 2016. Food for pollinators: Quantifying the nectar and pollen resources of urban flower meadows. 11, pp. 1-37.",,,,,,,Europe,United Kingdom,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.17,,,,,,,,,,,,,,0.15,,,,,,,0.036,,,
Lotus corniculatus,Fabaceae,Lotus,,urban green area,Hicks et al. 2016,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0158117#sec010,,,,,"Hicks, D. M., Ouvrard, P., Baldock, K. C. R., Baude, M., Goddard, M. A., Kunin, W. E., Mitschunas, N., Memmott, J., Morse, H., Nikolitsi, M., Osgathorpe, L. M., Potts, S. G., Robertson, K. M., Scott, A. V., Sinclair, F., Westbury, D. B., Stone, G. N. 2016. Food for pollinators: Quantifying the nectar and pollen resources of urban flower meadows. 11, pp. 1-37.",,,,,,,Europe,Belgium,Louvain-la-Neuve,4.61,50.67,50.67,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,collected from 38 publications and the existed databases,unknown,Ion et al. 2018,https://content.sciendo.com/view/journals/jas/62/2/article-p149.xml?language=en,,,,,"Ion, N., Odoux, J.-F., Vaissiere, B. E. 2018. Melliferous potential of weedy herbaceous plants in crop fields of Romania from 1949 to 2012. Journal of Apicultural Science. 62, pp. 149-165.",,,,,,,Europe,Romania,,24.8,45.6,45.6,,1942-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,,field experiment,Jabłoński 1968,https://docplayer.pl/193238854-Wydajnosc-miodowa-wazniejszych-roslin-miododajnych-w-warunkach-polski-czesc-oddzial-pszczelnictwa-i-s-wstep.html,,,,,"Jabłoński, B. (1968). Wydajność miodowa ważniejszych roślin miododajnych w warunkach Polski. Część IV [Honey potential of the major honey-producing plants in Poland. Part IV]. Pszczel. Zesz. Nauk. [Journal Apic. Sci., 12, 117–126.",,,,,,,Europe,Poland,Skierniewice,20.16,51.9547,51.95,128,1957-1964,,,,,,,,,,,,,,,,,,,,,,,,,,,142,183,163,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Maitland',field experiment,Murrell et al. 1982,https://www.nrcresearchpress.com/doi/abs/10.4141/cjps82-055?mobileUi=0#.X3bu7cIzbIU,,,,,"Murrell, D. C., Shuel, R. W., Tomes, D. T. 1982. Nectar production and floral characteristics in birdsfoot trefoil (Lotus corniculatus L.). Canadian Journal of Plant Science. 62, pp. 361-371.",,,,,,,North America,Canada,Guelph,-80.3,43.5,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,448.15,,1.21,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Wallace',field experiment,Murrell et al. 1982,https://www.nrcresearchpress.com/doi/abs/10.4141/cjps82-055?mobileUi=0#.X3bu7cIzbIU,,,,,"Murrell, D. C., Shuel, R. W., Tomes, D. T. 1982. Nectar production and floral characteristics in birdsfoot trefoil (Lotus corniculatus L.). Canadian Journal of Plant Science. 62, pp. 361-371.",,,,,,,North America,Canada,Guelph,-80.3,43.5,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,414.71,,1.41,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'K04',field experiment,Murrell et al. 1982,https://www.nrcresearchpress.com/doi/abs/10.4141/cjps82-055?mobileUi=0#.X3bu7cIzbIU,,,,,"Murrell, D. C., Shuel, R. W., Tomes, D. T. 1982. Nectar production and floral characteristics in birdsfoot trefoil (Lotus corniculatus L.). Canadian Journal of Plant Science. 62, pp. 361-371.",,,,,,,North America,Canada,Guelph,-80.3,43.5,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,483.33,,1.45,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Cree',field experiment,Murrell et al. 1982,https://www.nrcresearchpress.com/doi/abs/10.4141/cjps82-055?mobileUi=0#.X3bu7cIzbIU,,,,,"Murrell, D. C., Shuel, R. W., Tomes, D. T. 1982. Nectar production and floral characteristics in birdsfoot trefoil (Lotus corniculatus L.). Canadian Journal of Plant Science. 62, pp. 361-371.",,,,,,,North America,Canada,Guelph,-80.3,43.5,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,490.32,,1.52,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Viking',field experiment,Murrell et al. 1982,https://www.nrcresearchpress.com/doi/abs/10.4141/cjps82-055?mobileUi=0#.X3bu7cIzbIU,,,,,"Murrell, D. C., Shuel, R. W., Tomes, D. T. 1982. Nectar production and floral characteristics in birdsfoot trefoil (Lotus corniculatus L.). Canadian Journal of Plant Science. 62, pp. 361-371.",,,,,,,North America,Canada,Guelph,-80.3,43.5,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,619.23,,1.61,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Empire',field experiment,Murrell et al. 1982,https://www.nrcresearchpress.com/doi/abs/10.4141/cjps82-055?mobileUi=0#.X3bu7cIzbIU,,,,,"Murrell, D. C., Shuel, R. W., Tomes, D. T. 1982. Nectar production and floral characteristics in birdsfoot trefoil (Lotus corniculatus L.). Canadian Journal of Plant Science. 62, pp. 361-371.",,,,,,,North America,Canada,Guelph,-80.3,43.5,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,518.18,,1.71,,,,,,,,,,,,,,,,,,,,,,,
Lotus corniculatus,Fabaceae,Lotus,variety 'Leo',field experiment,Murrell et al. 1982,https://www.nrcresearchpress.com/doi/abs/10.4141/cjps82-055?mobileUi=0#.X3bu7cIzbIU,,,,,"Murrell, D. C., Shuel, R. W., Tomes, D. T. 1982. Nectar production and floral characteristics in birdsfoot trefoil (Lotus corniculatus L.). Canadian Journal of Plant Science. 62, pp. 361-371.",,,,,,,North America,Canada,Guelph,-80.3,43.5,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,,,663.33,,1.99,,,,,,,,,,,,,,,,,,,,,,,
